type	conf	expFolder	map	expNumber	targetFound	exploredArea	takeoffsCount	actionsTotal	actionsCount	actionSequence
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	0	1	49.39	11	59	[0, 8, 25, 16, 10]	[1, 2, 4, 3, 2, 2, 2, 2, 1, 3, 3, 1, 1, 3, 2, 4, 1, 2, 2, 4, 3, 2, 2, 3, 3, 2, 1, 2, 1, 3, 3, 2, 2, 3, 2, 2, 4, 2, 4, 1, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 4, 3, 2, 2, 3, 3, 2, 2, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	1	1	64.63	5	58	[0, 8, 33, 13, 4]	[2, 2, 2, 2, 2, 2, 3, 2, 1, 4, 1, 2, 3, 1, 4, 3, 2, 1, 3, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 4, 2, 1, 2, 2, 1, 2, 2, 3, 2, 4, 3, 2, 2, 2, 3, 3, 2, 1, 3, 3, 2, 2, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	2	1	43.9	10	59	[4, 6, 25, 16, 8]	[3, 3, 2, 0, 4, 2, 2, 3, 3, 2, 2, 2, 1, 2, 3, 4, 3, 1, 3, 2, 0, 4, 2, 1, 2, 2, 3, 3, 3, 4, 2, 1, 4, 2, 1, 3, 2, 0, 1, 4, 2, 4, 2, 3, 2, 0, 4, 2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	3	1	45.12	9	59	[6, 6, 23, 12, 12]	[2, 2, 2, 2, 4, 4, 2, 2, 3, 0, 4, 2, 1, 1, 2, 3, 2, 2, 3, 2, 1, 3, 1, 3, 0, 4, 4, 4, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 4, 4, 4, 3, 2, 4, 1, 4, 2, 0, 0, 4, 2, 2, 1, 0, 0, 3, 2, 2, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	4	1	52.44	9	59	[1, 5, 23, 14, 16]	[4, 3, 2, 2, 2, 3, 3, 1, 4, 3, 2, 2, 3, 2, 4, 4, 4, 2, 2, 2, 2, 1, 3, 4, 4, 4, 4, 1, 3, 2, 4, 4, 3, 2, 2, 3, 3, 4, 2, 3, 4, 2, 3, 3, 2, 2, 2, 2, 2, 4, 3, 2, 2, 0, 4, 4, 1, 2, 1]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	5	1	55.49	10	59	[4, 6, 27, 9, 13]	[2, 2, 2, 3, 2, 2, 4, 2, 1, 3, 2, 1, 4, 1, 4, 4, 4, 2, 4, 3, 2, 2, 2, 3, 2, 0, 4, 2, 4, 0, 0, 0, 4, 4, 3, 2, 4, 2, 4, 2, 3, 2, 2, 3, 2, 2, 3, 3, 2, 1, 2, 2, 2, 4, 1, 2, 2, 1, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	6	1	51.22	12	58	[3, 3, 25, 13, 14]	[2, 0, 4, 3, 2, 2, 4, 3, 3, 1, 2, 2, 2, 4, 4, 3, 3, 3, 4, 2, 4, 2, 1, 2, 3, 2, 2, 2, 4, 4, 3, 3, 2, 2, 2, 4, 2, 2, 2, 4, 4, 2, 2, 2, 0, 4, 3, 4, 3, 2, 4, 2, 3, 2, 2, 3, 1, 0]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	7	1	45.73	10	59	[1, 7, 25, 11, 15]	[2, 4, 4, 4, 2, 2, 4, 2, 3, 3, 2, 4, 3, 3, 1, 2, 1, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 4, 2, 4, 4, 4, 1, 3, 1, 2, 1, 3, 4, 2, 3, 1, 4, 2, 2, 2, 2, 4, 2, 0, 4, 2, 1, 2, 3, 2, 2, 4, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	8	1	51.83	7	59	[2, 6, 23, 22, 6]	[3, 3, 2, 3, 3, 2, 1, 2, 2, 1, 2, 1, 2, 3, 3, 1, 2, 4, 2, 2, 3, 2, 2, 3, 3, 2, 3, 4, 2, 1, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 4, 0, 3, 2, 4, 2, 1, 2, 4, 2, 2, 0, 4, 2, 3, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	9	1	53.05	10	59	[2, 5, 23, 16, 13]	[4, 3, 1, 2, 2, 2, 4, 2, 3, 2, 2, 3, 3, 2, 4, 4, 1, 2, 3, 2, 2, 4, 3, 4, 1, 1, 3, 2, 3, 4, 2, 2, 2, 3, 4, 3, 3, 1, 3, 2, 2, 2, 3, 3, 4, 2, 2, 4, 2, 4, 3, 2, 2, 2, 3, 4, 4, 0, 0]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	10	1	50.61	10	59	[0, 5, 30, 13, 11]	[4, 2, 2, 2, 3, 4, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 4, 2, 2, 2, 2, 1, 3, 4, 2, 2, 1, 2, 4, 2, 2, 3, 4, 1, 3, 4, 1, 2, 2, 4, 3, 3, 2, 4, 2, 2, 3, 2, 2, 3, 3, 1, 4, 4, 2, 2, 3, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16A	11	1	36.59	12	59	[2, 1, 26, 13, 17]	[2, 2, 4, 4, 2, 3, 2, 2, 3, 3, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 2, 0, 4, 4, 2, 3, 2, 3, 3, 2, 3, 3, 4, 2, 2, 4, 2, 3, 2, 4, 4, 4, 4, 1, 4, 2, 3, 4, 3, 3, 0, 4, 2, 2, 4, 2, 2, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	0	1	66.03	10	59	[2, 10, 28, 9, 10]	[2, 1, 2, 2, 3, 0, 0, 4, 2, 2, 2, 4, 2, 1, 1, 4, 2, 2, 2, 4, 4, 3, 3, 2, 4, 2, 4, 2, 3, 4, 2, 1, 4, 2, 1, 3, 1, 1, 2, 2, 2, 2, 1, 4, 2, 2, 2, 1, 2, 2, 2, 3, 2, 3, 3, 2, 2, 1, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	1	1	44.87	11	59	[0, 8, 29, 8, 14]	[1, 4, 2, 3, 4, 3, 3, 4, 4, 2, 2, 1, 4, 2, 4, 2, 2, 2, 3, 1, 1, 4, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 2, 4, 2, 4, 1, 2, 4, 2, 2, 3, 3, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	2	0	48.72	12	59	[4, 9, 22, 11, 13]	[1, 2, 3, 3, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 3, 2, 0, 1, 3, 2, 2, 2, 2, 1, 1, 4, 4, 2, 1, 2, 0, 4, 3, 1, 4, 2, 4, 2, 2, 2, 1, 1, 4, 4, 2, 3, 2, 4, 2, 1, 3, 3, 4, 4, 3, 0, 0, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	3	1	42.31	9	58	[1, 6, 24, 17, 10]	[2, 2, 2, 2, 2, 2, 1, 4, 4, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 1, 4, 4, 2, 2, 2, 3, 1, 2, 0, 4, 3, 1, 4, 3, 3, 2, 2, 2, 3, 1, 4, 2, 2, 3, 1, 4, 2, 2, 4, 4, 2, 3, 2, 2, 2, 3, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	4	1	75.0	7	59	[3, 4, 28, 15, 9]	[2, 3, 4, 3, 2, 2, 4, 2, 3, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 1, 4, 0, 4, 4, 0, 0, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 4, 3, 3, 4, 4, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 1, 4, 2, 2, 3, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	5	1	55.13	7	59	[0, 13, 21, 17, 8]	[3, 2, 2, 2, 2, 2, 4, 1, 3, 2, 3, 2, 3, 4, 4, 3, 1, 2, 4, 2, 2, 1, 2, 2, 3, 1, 1, 4, 4, 3, 1, 3, 3, 2, 3, 2, 3, 1, 3, 3, 2, 1, 2, 2, 3, 4, 1, 1, 2, 3, 2, 4, 2, 3, 2, 3, 1, 1, 1]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	6	1	71.79	9	58	[3, 6, 29, 12, 8]	[4, 3, 4, 2, 1, 2, 4, 2, 4, 2, 2, 2, 3, 3, 1, 3, 2, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2, 3, 4, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 4, 3, 1, 3, 2, 1, 2, 2, 0, 4, 0, 4, 2, 2, 0, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	7	1	55.13	9	59	[2, 7, 28, 12, 10]	[2, 2, 2, 2, 2, 4, 0, 4, 2, 2, 0, 4, 2, 3, 2, 2, 3, 3, 1, 2, 1, 2, 2, 2, 3, 2, 2, 4, 3, 2, 1, 1, 1, 3, 3, 4, 3, 2, 2, 3, 2, 4, 2, 2, 1, 2, 2, 4, 2, 3, 4, 4, 2, 2, 4, 3, 3, 1, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	8	1	70.51	8	59	[0, 8, 30, 12, 9]	[2, 2, 2, 2, 2, 4, 3, 2, 2, 4, 1, 2, 3, 3, 4, 4, 2, 2, 2, 2, 2, 3, 2, 1, 1, 4, 4, 2, 2, 3, 3, 2, 2, 3, 1, 4, 2, 2, 2, 3, 4, 1, 2, 1, 3, 2, 1, 1, 3, 3, 3, 2, 2, 4, 2, 2, 2, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	9	1	50.64	8	59	[3, 6, 29, 14, 7]	[4, 2, 2, 2, 3, 3, 4, 1, 4, 2, 3, 3, 1, 2, 4, 2, 2, 3, 3, 2, 2, 4, 2, 1, 1, 3, 3, 2, 2, 3, 0, 4, 2, 2, 2, 2, 2, 2, 3, 2, 3, 0, 4, 2, 2, 3, 2, 2, 2, 1, 2, 2, 0, 2, 3, 3, 2, 1, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	10	1	58.97	7	59	[1, 6, 24, 21, 7]	[3, 3, 2, 1, 4, 4, 3, 2, 2, 2, 3, 1, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 1, 4, 3, 2, 0, 2, 4, 3, 4, 3, 2, 3, 4, 4, 1, 2, 2, 3, 2, 1, 2, 1, 2, 3, 3, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16AD	11	1	70.51	8	57	[1, 6, 26, 13, 11]	[0, 4, 2, 3, 4, 1, 3, 1, 3, 2, 2, 4, 4, 4, 3, 3, 2, 1, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 4, 3, 2, 1, 1, 4, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 4, 2, 2, 3, 3, 2, 3, 2, 4, 3, 2, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	0	0	54.27	9	59	[1, 9, 29, 9, 11]	[2, 2, 1, 1, 2, 2, 2, 4, 4, 2, 2, 0, 3, 3, 2, 2, 2, 2, 2, 2, 1, 3, 2, 1, 2, 2, 2, 4, 2, 2, 1, 1, 2, 4, 2, 2, 4, 2, 3, 2, 3, 1, 2, 3, 4, 2, 4, 3, 4, 4, 3, 2, 2, 1, 2, 3, 4, 4, 1]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	1	0	54.27	6	59	[0, 10, 29, 13, 7]	[2, 2, 1, 2, 2, 2, 3, 2, 4, 1, 2, 2, 3, 3, 2, 1, 2, 4, 3, 1, 2, 1, 2, 3, 2, 2, 2, 2, 3, 4, 3, 4, 3, 2, 2, 2, 2, 3, 1, 3, 3, 4, 2, 1, 3, 2, 3, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 4, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	2	0	37.2	10	59	[0, 8, 23, 16, 12]	[2, 2, 2, 4, 3, 1, 2, 3, 2, 4, 4, 3, 3, 3, 2, 3, 2, 4, 4, 3, 2, 3, 3, 3, 1, 4, 1, 1, 2, 2, 4, 4, 2, 1, 2, 4, 3, 3, 2, 3, 3, 4, 1, 2, 1, 4, 2, 2, 2, 3, 2, 2, 1, 2, 2, 4, 3, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	3	0	54.88	7	58	[3, 5, 32, 11, 7]	[4, 0, 4, 2, 2, 2, 3, 3, 2, 3, 4, 3, 2, 2, 2, 3, 2, 4, 2, 3, 2, 3, 2, 2, 2, 2, 2, 4, 1, 2, 2, 2, 1, 3, 3, 2, 2, 2, 1, 2, 2, 0, 4, 2, 2, 2, 2, 0, 4, 1, 2, 2, 2, 3, 2, 3, 2, 1]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	4	0	51.22	10	58	[0, 7, 26, 14, 11]	[2, 2, 1, 2, 4, 2, 2, 1, 2, 4, 2, 4, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 1, 2, 2, 2, 2, 3, 1, 4, 4, 1, 2, 2, 4, 2, 2, 3, 4, 2, 2, 2, 2, 3, 2, 4, 2, 2, 1, 3, 2, 3, 3, 4, 1, 4, 4, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	5	0	49.39	9	59	[0, 9, 22, 15, 13]	[2, 1, 4, 4, 4, 3, 1, 3, 2, 2, 1, 2, 1, 3, 4, 2, 2, 2, 1, 3, 2, 2, 3, 4, 1, 2, 4, 4, 1, 2, 3, 3, 2, 1, 2, 2, 2, 4, 1, 2, 3, 3, 3, 3, 4, 2, 2, 2, 3, 3, 4, 3, 2, 2, 4, 2, 4, 4, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	6	0	45.73	11	59	[3, 5, 26, 16, 9]	[3, 3, 3, 2, 4, 2, 2, 3, 1, 2, 2, 3, 2, 4, 1, 0, 4, 3, 4, 2, 4, 2, 2, 3, 3, 3, 2, 1, 4, 2, 1, 3, 2, 2, 2, 2, 4, 3, 3, 2, 4, 2, 4, 2, 3, 2, 2, 2, 3, 2, 1, 3, 2, 3, 2, 0, 0, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	7	0	59.15	8	59	[0, 4, 28, 19, 8]	[1, 2, 4, 2, 3, 2, 4, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 4, 1, 3, 3, 2, 2, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 4, 2, 3, 3, 1, 4, 2, 3, 3, 2, 3, 1, 4, 2, 2, 2, 3, 3, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	8	0	46.95	9	58	[3, 7, 22, 18, 8]	[2, 3, 3, 2, 3, 3, 1, 2, 3, 3, 2, 2, 2, 4, 2, 2, 3, 2, 2, 2, 3, 2, 4, 3, 2, 2, 0, 0, 3, 1, 3, 4, 4, 2, 3, 4, 4, 1, 2, 3, 4, 2, 3, 2, 2, 2, 2, 3, 1, 1, 1, 3, 1, 4, 2, 0, 3, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	9	0	44.51	13	59	[1, 9, 20, 16, 13]	[2, 4, 3, 4, 2, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 3, 4, 3, 2, 4, 1, 2, 1, 4, 2, 1, 2, 2, 2, 0, 4, 3, 3, 3, 3, 2, 3, 2, 2, 4, 2, 2, 1, 4, 2, 2, 4, 1, 1, 3, 3, 4, 3, 3, 1, 4, 3, 3, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	10	0	60.98	8	58	[3, 9, 27, 14, 5]	[2, 0, 2, 2, 1, 0, 4, 3, 2, 2, 3, 0, 3, 3, 2, 2, 2, 1, 1, 2, 2, 2, 1, 4, 2, 3, 4, 3, 4, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 2, 2, 3, 3, 2, 2, 1, 1, 4, 3, 3, 2, 2, 1]
simulation	conf10	Exp-22-09-20T07-46-51	map-16B	11	0	73.17	9	59	[0, 5, 32, 13, 9]	[4, 2, 2, 4, 2, 2, 2, 3, 4, 1, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 1, 3, 2, 2, 2, 4, 3, 3, 4, 2, 2, 2, 2, 3, 3, 4, 3, 4, 3, 2, 3, 2, 2, 1, 2, 2, 2, 2, 4, 3, 2, 4, 2, 2, 2, 2, 3, 3, 1]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	0	0	58.33	10	59	[3, 8, 26, 13, 9]	[1, 4, 2, 2, 2, 3, 2, 1, 2, 2, 3, 2, 2, 4, 2, 3, 4, 1, 4, 3, 3, 2, 2, 4, 3, 1, 4, 2, 4, 4, 4, 3, 2, 2, 1, 2, 2, 0, 2, 1, 1, 2, 3, 3, 3, 3, 0, 0, 2, 2, 2, 2, 2, 2, 3, 2, 3, 1, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	1	1	91.67	7	59	[0, 4, 37, 11, 7]	[3, 2, 2, 4, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 4, 2, 2, 2, 2, 3, 3, 2, 1, 2, 2, 2, 1, 2, 4, 4, 2, 2, 2, 3, 4, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 2, 3, 4, 3, 4, 2, 2, 2, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	2	0	42.95	11	59	[0, 8, 19, 17, 15]	[3, 2, 2, 3, 3, 1, 4, 4, 2, 3, 1, 1, 2, 2, 1, 2, 3, 3, 3, 2, 3, 4, 3, 4, 2, 4, 4, 1, 2, 2, 1, 2, 3, 4, 3, 2, 4, 4, 3, 2, 1, 4, 4, 4, 3, 3, 4, 2, 3, 4, 2, 3, 2, 2, 4, 3, 2, 1, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	3	0	70.51	6	59	[0, 8, 29, 16, 6]	[2, 3, 3, 2, 3, 3, 1, 1, 2, 3, 4, 3, 3, 2, 2, 2, 3, 1, 2, 2, 4, 3, 3, 3, 3, 2, 2, 4, 2, 2, 3, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 2, 1, 2, 1, 3, 2, 2, 1, 2, 4, 2, 2, 3, 2, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	4	1	91.67	8	58	[2, 7, 31, 9, 9]	[4, 4, 2, 3, 2, 3, 3, 2, 4, 3, 2, 2, 4, 1, 2, 3, 1, 2, 2, 2, 4, 4, 2, 3, 3, 2, 2, 2, 2, 0, 1, 4, 1, 2, 1, 1, 2, 0, 2, 2, 2, 2, 2, 2, 4, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 1, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	5	0	67.31	7	59	[1, 9, 32, 11, 6]	[2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 4, 3, 2, 4, 3, 3, 3, 2, 1, 1, 2, 3, 2, 2, 4, 3, 2, 4, 2, 2, 3, 1, 2, 3, 2, 2, 2, 2, 4, 2, 1, 2, 1, 2, 3, 1, 2, 2, 1, 1, 1, 2, 2, 2, 0, 4, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	6	0	39.74	12	59	[1, 8, 20, 16, 14]	[2, 0, 4, 2, 3, 2, 3, 1, 4, 2, 4, 4, 1, 2, 3, 3, 2, 4, 1, 3, 2, 4, 2, 2, 3, 3, 3, 3, 4, 3, 2, 4, 2, 2, 3, 3, 3, 1, 2, 2, 2, 1, 2, 4, 2, 3, 4, 1, 1, 2, 2, 4, 4, 1, 4, 4, 2, 3, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	7	0	86.54	6	59	[3, 8, 37, 7, 4]	[2, 1, 3, 2, 2, 3, 1, 3, 0, 0, 3, 1, 2, 1, 2, 2, 2, 1, 4, 1, 3, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 0, 4, 2, 2, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	8	0	54.49	6	59	[1, 8, 26, 17, 7]	[1, 3, 2, 3, 3, 1, 3, 4, 2, 3, 2, 3, 4, 4, 2, 2, 3, 2, 2, 2, 3, 4, 3, 2, 2, 2, 2, 1, 1, 1, 3, 2, 4, 2, 3, 2, 2, 3, 4, 0, 3, 2, 2, 2, 1, 3, 2, 3, 1, 2, 3, 3, 2, 2, 2, 2, 1, 4, 2]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	9	0	63.46	7	59	[3, 7, 24, 17, 8]	[2, 3, 2, 1, 1, 3, 3, 2, 4, 3, 2, 2, 0, 4, 2, 1, 2, 3, 2, 4, 3, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 0, 0, 2, 2, 1, 2, 4, 4, 2, 2, 3, 2, 1, 2, 4, 3, 2, 3, 1, 3, 4, 4, 3]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	10	0	42.95	12	59	[3, 9, 20, 13, 14]	[4, 2, 2, 1, 3, 2, 4, 0, 4, 3, 4, 2, 1, 2, 2, 2, 4, 2, 3, 3, 4, 0, 2, 3, 3, 1, 2, 1, 1, 4, 1, 1, 3, 3, 2, 1, 1, 3, 3, 4, 2, 2, 2, 4, 2, 4, 3, 0, 3, 2, 2, 2, 4, 2, 2, 4, 4, 3, 4]
simulation	conf10	Exp-22-09-20T07-46-51	map-16BD	11	0	78.85	8	59	[0, 5, 28, 19, 7]	[1, 3, 3, 1, 4, 3, 3, 4, 2, 2, 2, 4, 2, 2, 2, 2, 4, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 4, 1, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 1, 4, 2, 4, 2, 3, 3, 3, 2, 2, 2, 1, 3, 2, 2, 2, 3, 3]
simulation	conf11	Exp-22-09-21T08-16-22	map-16A	0	1	34.15	10	59	[5, 9, 17, 8, 20]	[4, 2, 2, 2, 1, 2, 4, 2, 2, 4, 4, 4, 2, 2, 3, 3, 4, 4, 4, 3, 2, 1, 2, 1, 1, 2, 3, 3, 1, 4, 4, 1, 2, 0, 4, 4, 4, 4, 4, 3, 1, 4, 2, 2, 2, 2, 0, 0, 0, 0, 4, 3, 4, 4, 3, 1, 4, 2, 1]
simulation	conf11	Exp-22-09-21T08-16-22	map-16A	1	1	28.05	12	59	[1, 12, 16, 15, 15]	[1, 2, 3, 1, 3, 1, 2, 1, 1, 2, 1, 4, 3, 3, 4, 2, 2, 2, 3, 4, 1, 4, 2, 2, 4, 4, 2, 1, 4, 4, 2, 3, 3, 3, 2, 2, 4, 2, 3, 1, 1, 3, 4, 3, 3, 4, 1, 3, 3, 1, 4, 4, 4, 2, 4, 2, 2, 3, 0]
simulation	conf11	Exp-22-09-21T08-16-22	map-16A	2	0	34.76	11	59	[2, 17, 15, 12, 13]	[1, 1, 2, 3, 1, 3, 2, 4, 2, 2, 2, 2, 3, 2, 4, 1, 3, 3, 1, 4, 1, 4, 2, 4, 1, 3, 1, 4, 3, 4, 2, 2, 2, 2, 1, 0, 4, 4, 4, 1, 1, 2, 3, 1, 1, 3, 4, 1, 1, 3, 3, 2, 0, 4, 3, 1, 1, 2, 4]
simulation	conf11	Exp-22-09-21T08-16-22	map-16A	3	1	49.39	11	59	[4, 6, 21, 14, 14]	[3, 1, 4, 2, 4, 2, 4, 0, 0, 4, 4, 3, 3, 2, 2, 1, 2, 4, 2, 2, 4, 2, 3, 3, 3, 4, 2, 2, 3, 2, 2, 2, 1, 4, 2, 3, 3, 2, 1, 3, 2, 2, 3, 4, 4, 2, 4, 2, 2, 2, 0, 0, 3, 3, 3, 1, 4, 4, 1]
simulation	conf11	Exp-22-09-21T08-16-22	map-16AD	0	1	25.0	9	59	[3, 11, 14, 19, 12]	[2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 3, 3, 1, 2, 4, 3, 3, 2, 3, 2, 3, 3, 0, 4, 2, 1, 2, 4, 0, 4, 2, 1, 3, 2, 4, 1, 2, 1, 4, 3, 3, 4, 1, 1, 1, 3, 2, 2, 1, 3, 3, 3, 3, 3, 2, 4, 1, 0, 4]
simulation	conf11	Exp-22-09-21T08-16-22	map-16AD	1	1	47.44	10	58	[0, 10, 20, 17, 11]	[4, 3, 3, 4, 1, 4, 2, 1, 3, 4, 2, 4, 2, 4, 3, 2, 4, 4, 1, 2, 1, 4, 2, 2, 3, 3, 3, 3, 3, 4, 3, 3, 1, 3, 2, 3, 2, 3, 2, 2, 3, 1, 3, 1, 2, 2, 2, 2, 2, 2, 4, 2, 3, 2, 1, 1, 1, 2]
simulation	conf11	Exp-22-09-21T08-16-22	map-16AD	2	1	51.92	7	59	[0, 10, 19, 20, 10]	[3, 1, 1, 3, 3, 2, 3, 1, 2, 4, 2, 1, 4, 3, 2, 2, 2, 1, 3, 3, 2, 3, 3, 2, 3, 2, 2, 1, 2, 1, 4, 4, 4, 4, 2, 3, 3, 2, 3, 4, 4, 2, 2, 3, 3, 1, 2, 3, 2, 2, 3, 3, 3, 3, 4, 1, 4, 2, 1]
simulation	conf11	Exp-22-09-21T08-16-22	map-16AD	3	1	53.85	11	58	[1, 9, 21, 11, 16]	[3, 2, 1, 4, 4, 2, 3, 3, 1, 4, 1, 2, 3, 2, 2, 4, 1, 2, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 3, 2, 3, 4, 2, 2, 1, 4, 4, 2, 3, 4, 4, 1, 2, 2, 2, 2, 3, 0, 3, 3, 4, 4, 3, 4, 4, 1, 1, 4]
simulation	conf11	Exp-22-09-21T08-16-22	map-16B	0	0	42.68	12	59	[1, 10, 20, 9, 19]	[2, 3, 4, 0, 4, 4, 1, 3, 3, 2, 2, 2, 3, 3, 2, 3, 4, 2, 1, 4, 4, 1, 1, 4, 2, 3, 1, 4, 1, 2, 4, 2, 2, 3, 2, 4, 4, 4, 4, 3, 4, 4, 2, 1, 2, 2, 1, 2, 1, 2, 2, 4, 1, 4, 2, 4, 4, 2, 2]
simulation	conf11	Exp-22-09-21T08-16-22	map-16B	1	0	12.2	11	59	[3, 16, 9, 19, 12]	[4, 3, 2, 4, 3, 2, 3, 1, 2, 4, 3, 1, 1, 4, 2, 3, 1, 3, 3, 2, 1, 1, 1, 3, 1, 4, 3, 2, 0, 4, 3, 1, 1, 4, 3, 3, 1, 2, 4, 4, 2, 1, 3, 2, 3, 4, 1, 0, 0, 4, 3, 3, 3, 3, 1, 4, 1, 1, 3]
simulation	conf11	Exp-22-09-21T08-16-22	map-16B	2	0	28.66	10	59	[2, 10, 14, 21, 12]	[2, 3, 1, 2, 1, 4, 3, 0, 4, 1, 2, 3, 1, 4, 1, 4, 4, 3, 2, 3, 1, 4, 2, 2, 3, 1, 3, 3, 3, 1, 4, 3, 3, 3, 1, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2, 3, 2, 1, 4, 3, 0, 4, 3, 4, 2, 3, 4, 4, 2]
