35,3,77.56,1
35,1,72.44,1
33,2,60.26,1
34,2,84.62,1
33,4,71.79,1
35,2,100.0,1
34,1,67.31,0
35,1,44.23,1
32,0,100.0,1
34,5,71.79,1
35,2,79.49,1
35,4,89.74,1
