34,5,69.23,1
35,5,44.87,0
35,6,49.36,1
35,3,71.15,0
33,2,50.0,1
35,2,69.87,1
34,6,53.21,1
33,5,62.82,1
35,1,50.64,1
35,3,80.13,0
35,2,55.13,1
34,3,73.08,1
