35,5,54.49,1
35,6,44.23,1
35,4,58.33,1
35,5,51.92,1
34,4,46.15,1
34,2,58.97,1
32,4,65.38,1
35,4,58.97,1
35,6,42.31,1
35,4,57.05,1
35,5,47.44,1
35,4,41.67,1
